Label,Data,text_length,clean,clean_sentence,clean_sentence_length
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",26,"['offence', 'whatever', 'put', 'party', 'day', 'week', 'study', 'lightly', 'think', 'whatever', 'need', 'cannabis', 'custom', 'checkboxes', 'know', 'hardcore']",offence whatever put party day week study lightly think whatever need cannabis custom checkboxes know hardcore,16
ham,Sac will score big hundred.he is set batsman:-),8,"['sac', 'score', 'great', 'hundred', 'division', 'gang', 'batsman']",sac score great hundred division gang batsman,7
ham,Send me yetty's number pls.,5,"['send', 'yettys', 'number', 'pls']",send yettys number pls,4
ham,How much it will cost approx . Per month.,9,"['much', 'cost', 'approximately', 'per', 'month']",much cost approximately per month,5
ham,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,27,"['ok', 'theory', 'test', 'going', 'book', 'think', 'may', 'thought', 'want', 'go', 'jiayin', 'isnt', 'free']",ok theory test going book think may thought want go jiayin isnt free,13
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",25,"['contacted', 'dating', 'service', 'someone', 'know', 'find', 'call', 'land', 'line', 'powdered', 'drug', 'poboxwtgp']",contacted dating service someone know find call land line powdered drug poboxwtgp,12
ham,"That's fine, have him give me a call if he knows what he wants or has any questions",18,"['thats', 'fine', 'give', 'call', 'know', 'want', 'question']",thats fine give call know want question,7
ham,"Sorry, got a late start, we're on the way",9,"['sorry', 'got', 'missed', 'period', 'start']",sorry got missed period start,5
ham,Then u go back urself lor...,6,"['go', 'back', 'urself', 'lor']",go back urself lor,4
ham,I AM AT THE GAS STATION. GO THERE.,8,"['flatulence', 'station', 'go']",flatulence station go,3
ham,"K, if u bored up just come to my home..",10,"['k', 'bored', 'come', 'home']",k bored come home,4
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,11,"['babe', 'love', 'cover', 'face', 'kiss']",babe love cover face kiss,5
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",19,"['like', 'made', 'throw', 'whatever', 'smoking', 'friend', 'car', 'one', 'love', 'time', 'amazing']",like made throw whatever smoking friend car one love time amazing,11
ham,Still i have not checked it da. . .,9,"['still', 'checked', 'da']",still checked da,3
ham,You will go to walmart. I.ll stay.,7,"['go', 'walmart', 'stay']",go walmart stay,3
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",19,"['havent', 'forgotten', 'might', 'two', 'people', 'relationship', 'dollar', 'send', 'tomorrow', 'k', 'love']",havent forgotten might two people relationship dollar send tomorrow k love,11
ham,Oh great. I.ll disturb him more so that we can talk.,11,"['half', 'great', 'disturb', 'whatever', 'talk']",half great disturb whatever talk,5
ham,Reverse is cheating. That is not mathematics.,7,"['reverse', 'cheating', 'mathematics']",reverse cheating mathematics,3
ham,U're welcome... Caught u using broken english again...,8,"['ure', 'welcome', 'caught', 'using', 'broken', 'english']",ure welcome caught using broken english,6
ham,No problem baby. Is this is a good time to talk? I called and left a message.,17,"['offence', 'problem', 'baby', 'good', 'time', 'talk', 'called', 'left', 'message']",offence problem baby good time talk called left message,9
ham,"Sorry, I'll call later",4,"['sorry', 'call', 'later']",sorry call later,3
ham,Oh is it! Which brand?,5,"['half', 'brand']",half brand,2
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,70,"['sorry', 'cant', 'take', 'call', 'right', 'happens', 'waxsto', 'want', 'come', 'cool', 'tight', 'etc', 'get', 'medical', 'insurance', 'shell', 'able', 'deliver', 'uncool', 'care', 'currently', 'shopping', 'right', 'medical', 'insurance', 'give', 'friday', 'morning', 'thats', 'see', 'major', 'person', 'guide', 'right', 'insurance']",sorry cant take call right happens waxsto want come cool tight etc get medical insurance shell able deliver uncool care currently shopping right medical insurance give friday morning thats see major person guide right insurance,35
ham,At what time are you coming.,6,"['time', 'coming']",time coming,2
ham,Call him and say you not coming today ok and tell them not to fool me like this ok,19,"['call', 'say', 'coming', 'today', 'kidding', 'tell', 'fool', 'like', 'kidding']",call say coming today kidding tell fool like kidding,9
ham,I emailed yifeng my part oredi.. Can Ì_ get it fr him..,12,"['emailed', 'yifeng', 'part', 'oredi', 'get', 'real']",emailed yifeng part oredi get real,6
ham,R u sure they'll understand that! Wine * good idea just had a slurp!,14,"['sure', 'theyll', 'understand', 'wine', 'indicating', 'spelling', 'correction', 'good', 'idea', 'slurp']",sure theyll understand wine indicating spelling correction good idea slurp,10
ham,Minimum walk is 3miles a day.,6,"['minimum', 'walk', 'mile', 'day']",minimum walk mile day,4
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,26,"['kidding', 'problem', 'get', 'taxi', 'see', 'ing', 'tomorrow', 'tuesday', 'tuesday', 'think', 'whatever', 'going', 'cinema']",kidding problem get taxi see ing tomorrow tuesday tuesday think whatever going cinema,13
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",8,"['brainless', 'baby', 'doll', 'vehicle', 'sariyag', 'drive', 'madoke', 'barolla']",brainless baby doll vehicle sariyag drive madoke barolla,8
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,21,"['run', 'away', 'frm', 'u', 'walk', 'slowly', 'amp', 'kill', 'care', 'enough', 'stop']",run away frm u walk slowly amp kill care enough stop,11
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,15,"['sorry', 'missed', 'call', 'let', 'talk', 'time']",sorry missed call let talk time,6
ham,Please attend the phone:),4,"['please', 'attend', 'phone']",please attend phone,3
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,22,"['hate', 'call', 'didnt', 'accept', 'even', 'single', 'call', 'mine', 'even', 'messaged']",hate call didnt accept even single call mine even messaged,10
ham,No messages on her phone. I'm holding it now,9,"['offence', 'message', 'phone', 'holding']",offence message phone holding,4
ham,Can... I'm free...,3,['free'],free,1
ham,"Yo my trip got postponed, you still stocked up?",9,"['experience', 'using', 'hallucinogenic', 'drug', 'got', 'postponed', 'still', 'stocked']",experience using hallucinogenic drug got postponed still stocked,8
ham,"Sorry, I'll call later",4,"['sorry', 'call', 'later']",sorry call later,3
ham,I am waiting for your call sir.,7,"['waiting', 'call', 'sir']",waiting call sir,3
ham,Hey what are you doing. Y no reply pa..,9,"['hello', 'hi', 'offence', 'reply', 'pa']",hello hi offence reply pa,5
ham,"Hey elaine, is today's meeting still on?",7,"['hello', 'hi', 'elaine', 'today', 'meeting', 'still']",hello hi elaine today meeting still,6
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,13,"['sorry', 'gone', 'place', 'tomorrow', 'really', 'sorry']",sorry gone place tomorrow really sorry,6
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.,18,"['tiime', 'let', 'hug', 'break', 'tear']",tiime let hug break tear,5
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,27,"['tomorrow', 'going', 'theatre', 'come', 'wherever', 'call', 'tell', 'come', 'tomorrow']",tomorrow going theatre come wherever call tell come tomorrow,9
ham,And now electricity just went out fml.,7,"['electricity', 'went', 'fml']",electricity went fml,3
ham,"Looks like you found something to do other than smoke, great job!",12,"['look', 'like', 'found', 'something', 'smoke', 'great', 'job']",look like found something smoke great job,7
ham,Also andros ice etc etc,5,"['also', 'andros', 'diamond', 'et', 'cetera', 'et', 'cetera']",also andros diamond et cetera et cetera,7
ham,:) ,2,[],,1
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",29,"['good', 'afternon', 'love', 'today', 'hope', 'good', 'maybe', 'interview', 'wake', 'miss', 'babe', 'passionate', 'keep', 'simple', 'stupid', 'across', 'sea']",good afternon love today hope good maybe interview wake miss babe passionate keep simple stupid across sea,17
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,13,"['yup', 'bye', 'believe', 'wat', 'really', 'neva', 'see', 'ecstasy', 'message', 'sent', 'shuhui']",yup bye believe wat really neva see ecstasy message sent shuhui,11
ham,Hows that watch resizing,4,"['hows', 'watch', 'resizing']",hows watch resizing,3
ham,Dear umma she called me now :-),7,"['drop', 'everything', 'read', 'umma', 'called']",drop everything read umma called,5
ham,Just finished. Missing you plenty,5,"['finished', 'missing', 'plenty']",finished missing plenty,3
spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",21,"['complimentary', 'friend', 'ibiza', 'holiday', 'cash', 'need', 'urgent', 'collection', 'landline', 'lose', 'boxskwpppm']",complimentary friend ibiza holiday cash need urgent collection landline lose boxskwpppm,11
ham,"Well, I meant as opposed to my drunken night of before",11,"['well', 'meant', 'opposed', 'drunken', 'night']",well meant opposed drunken night,5
ham,K... Must book a not huh? so going for yoga basic on sunday?,13,"['k', 'must', 'cool', 'predictive', 'text', 'huh', 'going', 'yoga', 'uncool', 'sunday']",k must cool predictive text huh going yoga uncool sunday,10
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,25,"['free', 'msgwe', 'billed', 'mobile', 'number', 'mistake', 'shortcode', 'please', 'call', 'charge', 'refunded', 'call', 'free', 'bittorrent', 'landline']",free msgwe billed mobile number mistake shortcode please call charge refunded call free bittorrent landline,15
ham,Ok can...,2,['kidding'],kidding,1
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",16,"['word', 'said', 'something', 'wrong', 'mum', 'somerset', 'binary', 'digit', 'far', 'back', 'tomo', 'see', 'soon', 'kiss']",word said something wrong mum somerset binary digit far back tomo see soon kiss,14
ham,So u workin overtime nigpun?,5,"['workin', 'overtime', 'nigpun']",workin overtime nigpun,3
ham,Same as kallis dismissial in 2nd test:-).,7,"['kallis', 'dismissial', 'test']",kallis dismissial test,3
ham,O. Guess they both got screwd,6,"['guess', 'got', 'screwd']",guess got screwd,3
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,13,"['please', 'call', 'immediately', 'urgent', 'message', 'waiting']",please call immediately urgent message waiting,6
ham,"I'm in a meeting, call me later at",8,"['meeting', 'call', 'later']",meeting call later,3
ham,What r u cooking me for dinner?,7,"['cooking', 'dinner']",cooking dinner,2
ham,Ok thanx...,2,"['kidding', 'thanx']",kidding thanx,2
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,28,"['bull', 'plan', 'go', 'floating', 'swedish', 'furniture', 'store', 'without', 'care', 'world', 'exciting', 'mess', 'another', 'day']",bull plan go floating swedish furniture store without care world exciting mess another day,14
ham,Then i buy.,3,['buy'],buy,1
spam,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,21,"['urgent', 'mobile', 'number', 'awarded', 'bonus', 'caller', 'prize', 'call', 'land', 'line', 'valid', 'hr']",urgent mobile number awarded bonus caller prize call land line valid hr,12
ham,Heehee that was so funny tho,6,"['heehee', 'funny', 'though']",heehee funny though,3
ham,It only does simple arithmetic not percentages.,7,"['simple', 'arithmetic', 'percentage']",simple arithmetic percentage,3
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",12,"['yeah', 'whatever', 'wouldnt', 'leave', 'hour', 'least', 'hows', 'sound']",yeah whatever wouldnt leave hour least hows sound,8
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",28,"['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', 'bonus', 'prize', 'call']",valued customer pleased advise following recent review mob awarded bonus prize call,12
ham,Thanks honey. Have a great day.,6,"['thanks', 'honey', 'great', 'day']",thanks honey great day,4
ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",26,"['amazing', 'quote', 'sometimes', 'life', 'difficult', 'decide', 'whats', 'wrong', 'lie', 'brings', 'smile', 'truth', 'brings', 'tear']",amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear,14
ham,Good night my dear.. Sleepwell&amp;Take care,6,"['good', 'night', 'dear', 'sleepwellamptake', 'care']",good night dear sleepwellamptake care,5
ham,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...,16,"['ask', 'dad', 'pick', 'lar', 'newb', 'stay', 'meh']",ask dad pick lar newb stay meh,7
ham,"Jus chillaxin, what up",4,"['jus', 'chillaxin']",jus chillaxin,2
ham,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",14,"['hey', 'da', 'cool', 'iknow', 'wellda', 'peril', 'studentfinancial', 'crisisspk', 'lr']",hey da cool iknow wellda peril studentfinancial crisisspk lr,9
